(100137,1)
(100260,1)
(100269,1)
(100337,1)
(100481,1)
(100798,1)
(101266,1)
(103529,1)
(103653,1)
(104761,1)
(107016,1)
(107905,1)
(108614,1)
(110070,1)
(110191,1)
(111257,1)
(112081,1)
(112125,1)
(112413,1)
(112748,1)
(112927,1)
(113311,1)
(114084,1)
(114929,1)
(117239,1)
(118180,1)
(120002,1)
(122444,1)
(124087,1)
(124938,1)
(126875,1)
(127164,1)
(127490,1)
(129145,1)
(131085,1)
(131204,1)
(131337,1)
(131499,1)
(131665,1)
(132782,1)
(133006,1)
(133341,1)
(133491,1)
(133610,1)
(133671,1)
(135294,1)
(136151,1)
(136754,1)
(137794,1)
(140050,1)
(140394,1)
(141270,1)
(142372,1)
(142418,1)
(142974,1)
(143395,1)
(143756,1)
(145185,1)
(145749,1)
(146946,1)
(149247,1)
(150104,1)
(151656,1)
(153383,1)
(155450,1)
(155868,1)
(156207,1)
(156808,1)
(157588,1)
(157939,1)
(157971,1)
(158047,1)
(158326,1)
(159702,1)
(159917,1)
(159986,1)
(160910,1)
(163267,1)
(167614,1)
(167746,1)
(167879,1)
(172508,1)
(172657,1)
(173266,1)
(173735,1)
(173758,1)
(174029,1)
(175078,1)
(175248,1)
(175362,1)
(175499,1)
(175969,1)
(176061,1)
(176178,1)
(176418,1)
(176983,1)
(179542,1)
(180606,1)
(180788,1)
(183705,1)
(184718,1)
(187442,1)
(189385,1)
(189426,1)
(189736,1)
(189763,1)
(191800,1)
(192469,1)
(192956,1)
(193952,1)
(194258,1)
(194575,1)
(197532,1)
(198108,1)
(199489,1)
(205493,1)
(205968,1)
(206091,1)
(206598,1)
(208889,1)
(208928,1)
(209877,1)
(211715,1)
(211972,1)
(214248,1)
(214361,1)
(214886,1)
(215397,1)
(218438,1)
(219121,1)
(220127,1)
(220317,1)
(220384,1)
(221634,1)
(221723,1)
(224714,1)
(225455,1)
(225500,1)
(225526,1)
(225539,1)
(225560,1)
(226929,1)
(229899,1)
(229937,1)
(229993,1)
(230263,1)
(230578,1)
(231055,1)
(231167,1)
(231691,1)
(231865,1)
(233290,1)
(233300,1)
(234999,1)
(235121,1)
(235337,1)
(235340,1)
(235385,1)
(235404,1)
(237615,1)
(238547,1)
(241716,1)
(242059,1)
(243683,1)
(244731,1)
(248260,1)
(249133,1)
(249736,1)
(250533,1)
(252755,1)
(253038,1)
(254355,1)
(256225,1)
(257098,1)
(257099,1)
(258300,1)
(258523,1)
(258955,1)
(260781,1)
(260937,1)
(261934,1)
(263319,1)
(265291,1)
(265370,1)
(265704,1)
(265834,1)
(265887,1)
(266404,1)
(267383,1)
(268011,1)
(268415,1)
(269292,1)
(269465,1)
(271210,1)
(271514,1)
(272028,1)
(272326,1)
(275153,1)
(276121,1)
(277695,1)
(277716,1)
(279062,1)
(279783,1)
(280998,1)
(281923,1)
(282857,1)
(283102,1)
(283437,1)
(284762,1)
(285784,1)
(286102,1)
(287062,1)
(287111,1)
(287732,1)
(288149,1)
(288600,1)
(288767,1)
(290927,1)
(291065,1)
(293577,1)
(293698,1)
(294964,1)
(295238,1)
(295410,1)
(297046,1)
(298131,1)
(299289,1)
(300076,1)
(302262,1)
(302573,1)
(303060,1)
(303086,1)
(303382,1)
(304240,1)
(306022,1)
(309918,1)
(310953,1)
(310960,1)
(311436,1)
(311757,1)
(312053,1)
(312073,1)
(312101,1)
(312685,1)
(314928,1)
(316231,1)
(316302,1)
(317261,1)
(317847,1)
(318642,1)
(318772,1)
(319613,1)
(319774,1)
(321028,1)
(322386,1)
(322553,1)
(323460,1)
(324861,1)
(325332,1)
(329517,1)
(329662,1)
(330077,1)
(330170,1)
(330571,1)
(331320,1)
(331903,1)
(332673,1)
(333588,1)
(336694,1)
(337862,1)
(338264,1)
(338764,1)
(340181,1)
(340700,1)
(340762,1)
(340785,1)
(340952,1)
(343113,1)
(343153,1)
(343522,1)
(343535,1)
(344277,1)
(344496,1)
(345567,1)
(346092,1)
(346368,1)
(347677,1)
(348704,1)
(349075,1)
(349409,1)
(349896,1)
(351561,1)
(351709,1)
(351933,1)
(352203,1)
(352858,1)
(353666,1)
(354236,1)
(354278,1)
(356904,1)
(356906,1)
(357072,1)
(358513,1)
(358887,1)
(359655,1)
(361221,1)
(362483,1)
(362639,1)
(362792,1)
(364612,1)
(364616,1)
(364622,1)
(364911,1)
(365080,1)
(365294,1)
(365441,1)
(366284,1)
(368974,1)
(369279,1)
(370670,1)
(371456,1)
(372259,1)
(372323,1)
(372496,1)
(372637,1)
(373065,1)
(374076,1)
(374244,1)
(376088,1)
(376690,1)
(377559,1)
(378170,1)
(378334,1)
(378617,1)
(379334,1)
(382132,1)
(382369,1)
(382699,1)
(383597,1)
(385562,1)
(386060,1)
(386659,1)
(387491,1)
(387492,1)
(387524,1)
(387611,1)
(387646,1)
(387750,1)
(387763,1)
(388139,1)
(388526,1)
(388875,1)
(389281,1)
(393829,1)
(394131,1)
(394396,1)
(396976,1)
(398786,1)
(398936,1)
(399377,1)
(400131,1)
(401062,1)
(401397,1)
(402636,1)
(403259,1)
(404624,1)
(404932,1)
(404990,1)
(405005,1)
(405018,1)
(405177,1)
(406142,1)
(406999,1)
(407140,1)
(407962,1)
(409260,1)
(409499,1)
(411720,1)
(412070,1)
(415720,1)
(416654,1)
(417015,1)
(417624,1)
(417894,1)
(418308,1)
(418912,1)
(420590,1)
(420734,1)
(421037,1)
(421065,1)
(421240,1)
(421653,1)
(422002,1)
(422261,1)
(424464,1)
(424477,1)
(425975,1)
(426156,1)
(426750,1)
(427129,1)
(428008,1)
(428022,1)
(428085,1)
(428088,1)
(428090,1)
(428168,1)
(429454,1)
(430065,1)
(430067,1)
(430080,1)
(430096,1)
(430114,1)
(430166,1)
(430194,1)
(430574,1)
(431489,1)
(431499,1)
(431807,1)
(431940,1)
(432741,1)
(433017,1)
(433058,1)
(435096,1)
(435849,1)
(436056,1)
(436442,1)
(436633,1)
(437017,1)
(437160,1)
(441297,1)
(441320,1)
(441369,1)
(441372,1)
(441389,1)
(441399,1)
(441411,1)
(441456,1)
(441463,1)
(441493,1)
(441554,1)
(442085,1)
(443650,1)
(444058,1)
(444336,1)
(446548,1)
(446568,1)
(446623,1)
(447661,1)
(448646,1)
(449660,1)
(450517,1)
(450572,1)
(450601,1)
(451560,1)
(451717,1)
(452313,1)
(452661,1)
(453439,1)
(453961,1)
(454925,1)
(456199,1)
(456253,1)
(456697,1)
(456956,1)
(457740,1)
(458026,1)
(458064,1)
(459042,1)
(459321,1)
(459458,1)
(459657,1)
(460666,1)
(461510,1)
(461700,1)
(461710,1)
(461796,1)
(461898,1)
(461938,1)
(462104,1)
(462116,1)
(462252,1)
(463273,1)
(463435,1)
(463480,1)
(463700,1)
(464027,1)
(464822,1)
(465389,1)
(465528,1)
(466643,1)
(466691,1)
(466889,1)
(467096,1)
(467864,1)
(468543,1)
(468656,1)
(468757,1)
(469123,1)
(469985,1)
(470687,1)
(470739,1)
(471345,1)
(471393,1)
(471430,1)
(471868,1)
(471877,1)
(471976,1)
(472461,1)
(472967,1)
(472999,1)
(474712,1)
(475098,1)
(475571,1)
(475862,1)
(476945,1)
(477883,1)
(478929,1)
(480224,1)
(480523,1)
(480678,1)
(481684,1)
(483152,1)
(484147,1)
(484319,1)
(485112,1)
(488012,1)
(490106,1)
(490624,1)
(490670,1)
(491072,1)
(491448,1)
(491507,1)
(491557,1)
(491696,1)
(492455,1)
(493336,1)
(493419,1)
(493573,1)
(493796,1)
(493966,1)
(494024,1)
(494307,1)
(494864,1)
(494937,1)
(495072,1)
(496388,1)
(496611,1)
(497933,1)
(498807,1)
(498944,1)
(499033,1)
(499121,1)
(499412,1)
(499983,1)
(500720,1)
(501183,1)
(502077,1)
(502492,1)
(502744,1)
(503042,1)
(504783,1)
(504861,1)
(505220,1)
(505639,1)
(505988,1)
(506181,1)
(506308,1)
(507151,1)
(507177,1)
(507317,1)
(507606,1)
(507678,1)
(508403,1)
(508633,1)
(509012,1)
(509331,1)
(509792,1)
(510375,1)
(510737,1)
(511428,1)
(511573,1)
(511620,1)
(512202,1)
(513093,1)
(513098,1)
(513171,1)
(513881,1)
(514058,1)
(514413,1)
(514598,1)
(515219,1)
(515271,1)
(515293,1)
(515530,1)
(515676,1)
(515957,1)
(515971,1)
(515985,1)
(516024,1)
(516069,1)
(516096,1)
(516110,1)
(516756,1)
(517200,1)
(517657,1)
(519049,1)
(519646,1)
(519650,1)
(519698,1)
(519699,1)
(520267,1)
(520428,1)
(520464,1)
(520550,1)
(520604,1)
(520654,1)
(520693,1)
(520729,1)
(520734,1)
(520759,1)
(520777,1)
(521169,1)
(522273,1)
(522289,1)
(522328,1)
(522353,1)
(522419,1)
(524653,1)
(524748,1)
(524778,1)
(524808,1)
(526222,1)
(526312,1)
(526326,1)
(526375,1)
(526532,1)
(527874,1)
(527956,1)
(527968,1)
(527975,1)
(527985,1)
(528007,1)
(528593,1)
(529066,1)
(529228,1)
(529918,1)
(530075,1)
(530619,1)
(531420,1)
(531753,1)
(531776,1)
(532282,1)
(532607,1)
(532897,1)
(533506,1)
(533893,1)
(534022,1)
(535171,1)
(535240,1)
(536144,1)
(536237,1)
(536451,1)
(536477,1)
(536492,1)
(536810,1)
(536883,1)
(537319,1)
(538637,1)
(538938,1)
(539162,1)
(539799,1)
(540486,1)
(540652,1)
(540920,1)
(540986,1)
(541202,1)
(541224,1)
(541459,1)
(542198,1)
(542280,1)
(542657,1)
(543319,1)
(543834,1)
(544083,1)
(544276,1)
(544479,1)
(545012,1)
(545044,1)
(545485,1)
(546036,1)
(546535,1)
(547586,1)
(547838,1)
(548429,1)
(548909,1)
(548917,1)
(548934,1)
(548942,1)
(548957,1)
(549649,1)
(549664,1)
(549765,1)
(549866,1)
(550009,1)
(550198,1)
(550905,1)
(550906,1)
(550948,1)
(550949,1)
(550950,1)
(551682,1)
(552397,1)
(552409,1)
(552421,1)
(552511,1)
(552531,1)
(552583,1)
(552672,1)
(552675,1)
(552731,1)
(553403,1)
(553513,1)
(553517,1)
(553607,1)
(553717,1)
(554073,1)
(554507,1)
(554604,1)
(554606,1)
(554655,1)
(554793,1)
(555565,1)
(555749,1)
(555865,1)
(556005,1)
(556014,1)
(556455,1)
(556611,1)
(556796,1)
(556837,1)
(556841,1)
(556897,1)
(556944,1)
(556994,1)
(557220,1)
(557484,1)
(557803,1)
(557821,1)
(557926,1)
(557954,1)
(557976,1)
(557979,1)
(557980,1)
(558017,1)
(558687,1)
(558691,1)
(558718,1)
(558784,1)
(558815,1)
